ticker,name,sector,exchange,currency,price_native,market_cap_native,trailing_pe,forward_pe,revenue_cagr_5y,debt_to_equity,net_debt_to_ebitda,dividend_yield_pct,beta,as_of,data_error
GD,General Dynamics Corporation,Defence,NYSE,USD,382.43,103469178880,23.304691,20.679974,0.10069361914442676,0.38205448442744516,0.8834966557785037,1.66,0.328,2026-08-03T21:56:08+00:00,
LHX,"L3Harris Technologies, Inc.",Defence,NYSE,USD,277.86,51741593600,28.095043,20.698502,0.08619178709998354,0.5661319073083779,2.677058353317346,1.8,0.746,2026-08-03T21:56:10+00:00,
KTOS,"Kratos Defense & Security Solutions, Inc.",Defence,NASDAQ,USD,49.21,9227857920,289.47058,45.09879,0.14453014569545264,0.07303511496268096,1.423712342079689,,1.106,2026-08-03T21:56:12+00:00,
RHM.DE,Rheinmetall AG,Defence,Xetra,EUR,1175.0,54820470784,51.784927,21.841951,0.15727511347833945,0.25583715825184594,0.41662859753312015,1.01,0.44,2026-08-03T21:56:14+00:00,
BA.L,BAE Systems plc,Defence,London Stock Exchange,GBP,21.43,62801485824,30.614286,22.431335,0.10053885566377208,0.7680753564154786,0.9081680830972616,1.81,-0.052,2026-08-03T21:56:16+00:00,
LDO.MI,Leonardo S.p.a.,Defence,Borsa Italiana,EUR,54.71,31561426944,28.05641,19.348839,0.09850000170159401,0.46956066945606695,0.26769358867610327,1.14,0.377,2026-08-03T21:56:19+00:00,
HII,"Huntington Ingalls Industries, Inc.",Defence,NYSE,USD,325.95,12843929600,19.42491,15.857318,0.05353361774943943,0.57618766016164,1.5904211395540875,1.69,0.241,2026-08-03T21:56:21+00:00,
PG,The Procter & Gamble Company,Consumer Goods,NYSE,USD,144.97,337577017344,21.898792,19.563839,0.01674893047051751,0.6818234253633777,1.0430584005685382,3.01,0.377,2026-08-03T21:56:23+00:00,
KO,The Coca-Cola Company,Consumer Goods,NYSE,USD,86.86,373719400448,26.084085,24.631212,0.03689014114187783,1.4141564860580063,1.8833279863116243,2.42,0.342,2026-08-03T21:56:25+00:00,
PEP,"PepsiCo, Inc.",Consumer Goods,NASDAQ,USD,139.63,190734581760,18.30013,15.5517,0.028259092561689236,2.4454082132706065,2.57498552403011,4.24,0.361,2026-08-03T21:56:27+00:00,
NKE,"NIKE, Inc.",Consumer Goods,NYSE,USD,42.64,63256387584,20.304762,18.56585,-0.032401823147472864,0.7422132526067945,0.08249891162385721,3.93,1.118,2026-08-03T21:56:30+00:00,
MDLZ,"Mondelez International, Inc.",Consumer Goods,NASDAQ,USD,61.73,79239700480,37.640244,18.37711,0.06956578215167708,0.8438733648115179,3.8382619191309595,3.21,0.404,2026-08-03T21:56:32+00:00,
EL,The Estée Lauder Companies Inc.,Consumer Goods,NYSE,USD,84.68,30636793856,,26.621899,-0.06871717508347619,2.449417852522639,30.10958904109589,1.67,1.246,2026-08-03T21:56:34+00:00,
CL,Colgate-Palmolive Company,Consumer Goods,NYSE,USD,89.88,71921016832,35.385826,21.873827,0.042934601917500315,158.40740740740742,1.6936299292214358,2.32,0.327,2026-08-03T21:56:36+00:00,
MC.PA,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne",Consumer Goods,Euronext Paris,EUR,486.9,240090005504,22.182232,19.035116,0.006790272105436479,0.5443887834953759,0.44680851063829785,2.74,0.842,2026-08-03T21:56:38+00:00,
NESN.SW,Nestlé S.A.,Consumer Goods,SIX Swiss Exchange,CHF,80.77,207758196736,27.948095,16.929684,-0.017520480105449265,1.7632429137458092,,3.83,0.499,2026-08-03T21:56:40+00:00,
OR.PA,L'Oréal S.A.,Consumer Goods,Euronext Paris,EUR,389.75,207502589952,34.039303,26.048716,0.04810457834032511,0.34091585319799045,0.023722695990424897,1.86,0.892,2026-08-03T21:56:42+00:00,
