ticker,name,sector,exchange,currency,price_native,market_cap_native,trailing_pe,forward_pe,revenue_cagr_5y,debt_to_equity,net_debt_to_ebitda,dividend_yield_pct,beta,as_of,data_error
VST,Vistra Corp.,Energy & Digital Infrastructure,NYSE,USD,140.59,47404482560,23.588926,13.597224,0.08917866741227787,3.9372179713556994,3.8146389713155293,0.65,1.433,2026-08-09T10:29:53+00:00,
CEG,Constellation Energy Corporation,Energy & Digital Infrastructure,NASDAQ,USD,269.89,95624028160,26.382212,20.258392,0.01469039149633189,0.6194117241854378,0.8979694579627454,0.63,1.118,2026-08-09T10:29:55+00:00,
NEE,"NextEra Energy, Inc.",Energy & Digital Infrastructure,NYSE,USD,84.65,176546496512,19.022472,19.159473,0.09364770128221722,1.751007178435394,5.784890606495044,2.94,0.653,2026-08-09T10:29:57+00:00,
EQIX,"Equinix, Inc.",Energy & Digital Infrastructure,NASDAQ,USD,1042.62,102877077504,67.09267,55.21863,0.08265773019010236,1.6053970048036168,4.190441355766886,1.98,0.972,2026-08-09T10:29:59+00:00,
DLR,"Digital Realty Trust, Inc.",Energy & Digital Infrastructure,NYSE,USD,193.8,73004687360,245.31645,66.07344,0.09218604990875767,0.8573515191250958,4.065076072900341,2.52,1.042,2026-08-09T10:30:01+00:00,
GEV,GE Vernova Inc.,Energy & Digital Infrastructure,NYSE,USD,990.32,263755481088,28.408491,39.780243,0.08682326316822997,0.10484881016281983,,0.2,1.033,2026-08-09T10:30:03+00:00,
VRT,Vertiv Holdings Co,Energy & Digital Infrastructure,NYSE,USD,272.4,104870772736,61.768707,29.942753,0.2158543401649824,0.8189937330322482,0.5544322755780211,0.09,2.077,2026-08-09T10:30:05+00:00,
ETN,Eaton Corporation plc,Energy & Digital Infrastructure,NYSE,USD,448.68,174222442496,45.643948,28.004206,0.09769979247934413,0.5421879021879021,1.500728273183363,0.98,1.177,2026-08-09T10:30:07+00:00,
PWR,"Quanta Services, Inc.",Energy & Digital Infrastructure,NYSE,USD,671.86,101009711104,76.95991,35.007843,0.18595310976676038,0.7181444598377155,2.1689903068110787,0.07,1.219,2026-08-09T10:30:09+00:00,
IBE.MC,"Iberdrola, S.A.",Energy & Digital Infrastructure,BME Madrid,EUR,20.7,138134044672,25.875,19.18852,-0.06515503823992697,1.1430654310138213,3.0404462208435246,3.29,0.559,2026-08-09T10:30:11+00:00,
MSFT,Microsoft Corporation,AI / Enterprise Software,NASDAQ,USD,499.99,3712698548224,27.854595,21.299555,0.1612397915820203,0.12845314170624364,0.09328784352276177,0.73,1.099,2026-08-09T10:30:13+00:00,
GOOGL,Alphabet Inc.,AI / Enterprise Software,NASDAQ,USD,354.3,4333065732096,17.759398,24.045721,0.12511745609215974,0.14277870757227312,0.08765453961859013,0.25,1.237,2026-08-09T10:30:15+00:00,
PLTR,Palantir Technologies Inc.,AI / Enterprise Software,NYSE,USD,172.01,413350068224,147.01709,74.50448,0.32917125287657845,0.031045035864408873,,,1.563,2026-08-09T10:30:17+00:00,
CRWD,"CrowdStrike Holdings, Inc.",AI / Enterprise Software,NASDAQ,USD,214.42,218335150080,,137.21475,0.2900686653697968,0.18518626408243177,,,1.234,2026-08-09T10:30:19+00:00,
SNOW,Snowflake Inc.,AI / Enterprise Software,NYSE,USD,330.49,114547826688,,122.455864,0.313765188615279,1.42461990060818,,,1.315,2026-08-09T10:30:21+00:00,
NOW,"ServiceNow, Inc.",AI / Enterprise Software,NYSE,USD,124.88,129108688896,78.049995,24.945118,0.22376517864742618,0.1853594569577291,0.005294506949040371,,0.93,2026-08-09T10:30:23+00:00,
ORCL,Oracle Corporation,AI / Enterprise Software,NYSE,USD,147.02,423486849024,25.174658,13.500274,0.10476732816565715,3.674343652959443,2.9375429784435076,1.36,1.718,2026-08-09T10:30:25+00:00,
ANET,"Arista Networks, Inc.",AI / Enterprise Software,NYSE,USD,188.67,237955268608,59.895237,36.688168,0.27146525721597636,0.003553938806030476,,,1.615,2026-08-09T10:30:27+00:00,
DELL,Dell Technologies Inc.,AI / Enterprise Software,NYSE,USD,453.77,293200035840,36.09944,20.766945,0.035349838884853435,-12.75425101214575,1.6853695578805266,0.56,1.401,2026-08-09T10:30:29+00:00,
SMCI,"Super Micro Computer, Inc.",AI / Enterprise Software,NASDAQ,USD,31.13,20137156608,16.38421,9.400318,0.6170781210288652,0.7583425596899119,0.379279954701079,,1.967,2026-08-09T10:30:31+00:00,
LMT,Lockheed Martin Corporation,Defence,NYSE,USD,587.95,135693426688,21.695572,17.971022,0.043838941337237536,3.228686207409612,2.0143233642718004,2.35,0.11,2026-08-09T10:30:33+00:00,
RTX,RTX Corporation,Defence,NYSE,USD,223.03,300590497792,39.196835,28.399708,0.09723101071987417,0.6055023373438577,2.0386056469958516,1.31,0.294,2026-08-09T10:30:35+00:00,
NOC,Northrop Grumman Corporation,Defence,NYSE,USD,571.58,81200381952,18.180025,18.782618,0.04654085181148626,1.0206908960057575,1.493268563497571,1.64,-0.108,2026-08-09T10:30:38+00:00,
GD,General Dynamics Corporation,Defence,NYSE,USD,392.05,106071941120,23.920073,21.16117,0.10069361914442676,0.38205448442744516,0.8834966557785037,1.62,0.328,2026-08-09T10:30:40+00:00,
LHX,"L3Harris Technologies, Inc.",Defence,NYSE,USD,286.67,53382148096,28.985846,21.354782,0.08619178709998354,0.5661319073083779,2.677058353317346,1.74,0.746,2026-08-09T10:30:42+00:00,
KTOS,"Kratos Defense & Security Solutions, Inc.",Defence,NASDAQ,USD,60.77,11395589120,357.47058,54.385666,0.14453014569545264,0.07303511496268096,1.423712342079689,,1.106,2026-08-09T10:30:45+00:00,
RHM.DE,Rheinmetall AG,Defence,Xetra,EUR,1146.4,53486116864,44.05842,21.377407,0.15727511347833945,0.25583715825184594,0.41662859753312015,1.0,0.44,2026-08-09T10:30:47+00:00,
BA.L,BAE Systems plc,Defence,London Stock Exchange,GBP,22.2,65051222016,31.714287,23.194582,0.10053885566377208,0.7680753564154786,0.9081680830972616,1.7,-0.052,2026-08-09T10:30:49+00:00,
LDO.MI,Leonardo S.p.a.,Defence,Borsa Italiana,EUR,58.04,33482457088,29.764103,20.459097,0.09850000170159401,0.46956066945606695,0.26769358867610327,1.09,0.377,2026-08-09T10:30:51+00:00,
HII,"Huntington Ingalls Industries, Inc.",Defence,NYSE,USD,324.48,12786004992,19.337307,15.644286,0.05353361774943943,0.57618766016164,1.5904211395540875,1.7,0.241,2026-08-09T10:30:53+00:00,
PG,The Procter & Gamble Company,Consumer Goods,NYSE,USD,145.79,339486441472,22.022657,19.693819,0.020025694093399382,0.6476581424160056,0.9911116572458426,2.99,0.377,2026-08-09T10:30:55+00:00,
KO,The Coca-Cola Company,Consumer Goods,NYSE,USD,87.05,374536896512,26.141142,24.685371,0.03689014114187783,1.4141564860580063,1.8833279863116243,2.44,0.342,2026-08-09T10:30:57+00:00,
PEP,"PepsiCo, Inc.",Consumer Goods,NASDAQ,USD,139.02,189901324288,18.220184,15.483759,0.028259092561689236,2.4454082132706065,2.57498552403011,4.26,0.361,2026-08-09T10:30:59+00:00,
NKE,"NIKE, Inc.",Consumer Goods,NYSE,USD,41.7,61861900288,19.857143,18.156565,-0.032401823147472864,0.7422132526067945,0.08249891162385721,3.93,1.118,2026-08-09T10:31:02+00:00,
MDLZ,"Mondelez International, Inc.",Consumer Goods,NASDAQ,USD,62.61,80369311744,38.411045,18.63088,0.06956578215167708,0.8438733648115179,3.8382619191309595,3.19,0.404,2026-08-09T10:31:04+00:00,
EL,The Estée Lauder Companies Inc.,Consumer Goods,NYSE,USD,88.35,31964579840,,27.77568,-0.06871717508347619,2.449417852522639,30.10958904109589,1.58,1.246,2026-08-09T10:31:06+00:00,
CL,Colgate-Palmolive Company,Consumer Goods,NYSE,USD,93.27,74352304128,36.72047,22.748669,0.042934601917500315,158.40740740740742,1.6936299292214358,2.27,0.327,2026-08-09T10:31:08+00:00,
MC.PA,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne",Consumer Goods,Euronext Paris,EUR,480.0,236687638528,21.877848,18.765364,0.006790272105436479,0.5443887834953759,0.44680851063829785,2.71,0.842,2026-08-09T10:31:10+00:00,
NESN.SW,Nestlé S.A.,Consumer Goods,SIX Swiss Exchange,CHF,81.21,208889970688,28.100346,16.927849,-0.017520480105449265,1.7632429137458092,,3.82,0.499,2026-08-09T10:31:13+00:00,
OR.PA,L'Oréal S.A.,Consumer Goods,Euronext Paris,EUR,385.9,205452853248,32.786743,25.855392,0.04810457834032511,0.34091585319799045,0.023722695990424897,1.87,0.892,2026-08-09T10:31:15+00:00,
