ticker,name,sector,exchange,currency,price_native,market_cap_native,trailing_pe,forward_pe,revenue_cagr_5y,debt_to_equity,net_debt_to_ebitda,dividend_yield_pct,beta,as_of,data_error
NOW,"ServiceNow, Inc.",AI / Enterprise Software,NYSE,USD,111.23,114996477952,69.51875,22.218494,0.22376517864742618,0.1853594569577291,0.005294506949040371,,0.959,2026-08-02T08:29:07+00:00,
ORCL,Oracle Corporation,AI / Enterprise Software,NYSE,USD,129.87,374086762496,22.276157,11.925455,0.10476732816565715,3.674343652959443,2.9375429784435076,1.54,1.712,2026-08-02T08:29:09+00:00,
ANET,"Arista Networks, Inc.",AI / Enterprise Software,NYSE,USD,180.35,227091218432,62.189655,40.369423,0.27146525721597636,0.003553938806030476,,,1.601,2026-08-02T08:29:11+00:00,
DELL,Dell Technologies Inc.,AI / Enterprise Software,NYSE,USD,405.37,261926748160,32.249004,18.5519,0.035349838884853435,-12.75425101214575,1.6853695578805266,0.62,1.376,2026-08-02T08:29:13+00:00,
SMCI,"Super Micro Computer, Inc.",AI / Enterprise Software,NASDAQ,USD,28.4,18371192832,14.947369,8.575941,0.6170781210288652,0.7583425596899119,0.379279954701079,,1.936,2026-08-02T08:29:15+00:00,
LMT,Lockheed Martin Corporation,Defence,NYSE,USD,582.74,134490996736,21.50332,17.813772,0.043838941337237536,3.228686207409612,2.0143233642718004,2.37,0.113,2026-08-02T08:29:17+00:00,
RTX,RTX Corporation,Defence,NYSE,USD,215.22,290064498688,37.890846,27.547842,0.09723101071987417,0.6055023373438577,2.0386056469958516,1.36,0.298,2026-08-02T08:29:19+00:00,
NOC,Northrop Grumman Corporation,Defence,NYSE,USD,542.48,77066346496,17.243484,17.863451,0.04654085181148626,1.0206908960057575,1.493268563497571,1.73,-0.102,2026-08-02T08:29:22+00:00,
GD,General Dynamics Corporation,Defence,NYSE,USD,383.42,103737040896,23.365023,20.791962,0.10069361914442676,0.38205448442744516,0.8834966557785037,1.66,0.338,2026-08-02T08:29:24+00:00,
LHX,"L3Harris Technologies, Inc.",Defence,NYSE,USD,277.06,51592622080,28.014154,20.390831,0.08619178709998354,0.5661319073083779,2.677058353317346,1.8,0.746,2026-08-02T08:29:27+00:00,
KTOS,"Kratos Defense & Security Solutions, Inc.",Defence,NASDAQ,USD,46.6,8738430976,274.11765,42.70684,0.14453014569545264,0.07303511496268096,1.423712342079689,,1.07,2026-08-02T08:29:29+00:00,
RHM.DE,Rheinmetall AG,Defence,Xetra,EUR,1140.0,53187522560,50.242397,21.19134,0.15727511347833945,0.25583715825184594,0.41662859753312015,1.01,0.427,2026-08-02T08:29:31+00:00,
BA.L,BAE Systems plc,Defence,London Stock Exchange,GBP,20.94,61365526528,29.914288,22.000189,0.10053885566377208,0.7680753564154786,0.9081680830972616,1.81,-0.066,2026-08-02T08:29:33+00:00,
LDO.MI,Leonardo S.p.a.,Defence,Borsa Italiana,EUR,55.12,31797950464,28.266665,19.674612,0.09850000170159401,0.46956066945606695,0.26769358867610327,1.14,0.362,2026-08-02T08:29:35+00:00,
HII,"Huntington Ingalls Industries, Inc.",Defence,NYSE,USD,326.45,12863632384,19.454708,15.881472,0.05353361774943943,0.57618766016164,1.5904211395540875,1.69,0.248,2026-08-02T08:29:37+00:00,
PG,The Procter & Gamble Company,Consumer Goods,NYSE,USD,144.49,336459300864,21.826284,19.499063,0.01674893047051751,0.6818234253633777,1.0430584005685382,3.01,0.38,2026-08-02T08:29:39+00:00,
KO,The Coca-Cola Company,Consumer Goods,NYSE,USD,87.59,376860246016,26.303303,24.838219,0.03689014114187783,1.4141564860580063,1.8833279863116243,2.42,0.349,2026-08-02T08:29:42+00:00,
PEP,"PepsiCo, Inc.",Consumer Goods,NASDAQ,USD,139.56,190638964736,18.290956,15.543902,0.028259092561689236,2.4454082132706065,2.57498552403011,4.24,0.368,2026-08-02T08:29:44+00:00,
NKE,"NIKE, Inc.",Consumer Goods,NYSE,USD,41.71,61876731904,19.861906,18.16092,-0.032401823147472864,0.7422132526067945,0.08249891162385721,3.93,1.128,2026-08-02T08:29:47+00:00,
MDLZ,"Mondelez International, Inc.",Consumer Goods,NASDAQ,USD,62.31,79984222208,37.993904,18.549778,0.06956578215167708,0.8438733648115179,3.8382619191309595,3.21,0.408,2026-08-02T08:29:49+00:00,
EL,The Estée Lauder Companies Inc.,Consumer Goods,NYSE,USD,83.9,30354593792,,26.37668,-0.06871717508347619,2.449417852522639,30.10958904109589,1.67,1.261,2026-08-02T08:29:51+00:00,
CL,Colgate-Palmolive Company,Consumer Goods,NYSE,USD,91.3,73057288192,35.944885,22.428137,0.042934601917500315,158.40740740740742,1.6936299292214358,2.31,0.319,2026-08-02T08:29:53+00:00,
MC.PA,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne",Consumer Goods,Euronext Paris,EUR,475.15,234296098816,21.646923,18.575756,0.006790272105436479,0.5443887834953759,0.44680851063829785,2.74,0.84,2026-08-02T08:29:56+00:00,
NESN.SW,Nestlé S.A.,Consumer Goods,SIX Swiss Exchange,CHF,81.01,208375545856,28.031141,16.97999,-0.017520480105449265,1.7632429137458092,,3.83,0.503,2026-08-02T08:29:58+00:00,
OR.PA,L'Oréal S.A.,Consumer Goods,Euronext Paris,EUR,386.95,206011875328,33.79476,25.86158,0.04810457834032511,0.34091585319799045,0.023722695990424897,1.86,0.894,2026-08-02T08:30:00+00:00,
